Gene,GSM1213669,GSM1213670,GSM1213671,GSM1213672,GSM1213673,GSM1213674,GSM1213675,GSM1213676,GSM1213677,GSM1213678,GSM1213679,GSM1213680,GSM1213681,GSM1213682,GSM1213683,GSM1213684,GSM1213685,GSM1213686,GSM1213687,GSM1213688,GSM1213689,GSM1213690,GSM1213691,GSM1213692,GSM1213693,GSM1213694,GSM1213695,GSM1213696,GSM1213697,GSM1213698,GSM1213699,GSM1213700,GSM1213701,GSM1213702,GSM1213703,GSM1213704,GSM1213705,GSM1213706,GSM1213707,GSM1213708,GSM1213709,GSM1213710,GSM1213711,GSM1213712,GSM1213713,GSM1213714,GSM1213715,GSM1213716,GSM1213717,GSM1213718,GSM1213719,GSM1213720,GSM1213721,GSM1213722,GSM1213723,GSM1213724,GSM1213725,GSM1213726,GSM1213727,GSM1213728,GSM1213729,GSM1213730,GSM1213731,GSM1213732,GSM1213733,GSM1213734,GSM1213735,GSM1213736,GSM1213737,GSM1213738,GSM1213739,GSM1213740,GSM1213741,GSM1213742,GSM1213743,GSM1213744,GSM1213745,GSM1213746,GSM1213747,GSM1213748,GSM1213749,GSM1213750,GSM1213751,GSM1213752,GSM1213753,GSM1213754,GSM1213755,GSM1213756,GSM1213757,GSM1213758,GSM1213759,GSM1213760,GSM1213761,GSM1213762,GSM1213763,GSM1213764,GSM1213765,GSM1213766,GSM1213767,GSM1213768,GSM1213769,GSM1213770,GSM1213771,GSM1213772,GSM1213773,GSM1213774,GSM1213775,GSM1213776,GSM1213777,GSM1213778,GSM1213779,GSM1213780,GSM1213781,GSM1213782,GSM1213783,GSM1213784,GSM1213785,GSM1213786,GSM1213787,GSM1213788,GSM1213789,GSM1213790,GSM1213791,GSM1213792,GSM1213793,GSM1213794,GSM1213795,GSM1213796,GSM1213797,GSM1213798,GSM1213799,GSM1213800,GSM1213801,GSM1213802,GSM1213803,GSM1213804,GSM1213805,GSM1213806,GSM1213807,GSM1213808,GSM1213809,GSM1213810,GSM1213811,GSM1213812,GSM1213813,GSM1213814,GSM1213815,GSM1213816,GSM1213817,GSM1213818,GSM1213819,GSM1213820,GSM1213821,GSM1213822,GSM1213823,GSM1213824,GSM1213825,GSM1213826,GSM1213827,GSM1213828,GSM1213829,GSM1213830,GSM1213831,GSM1213832,GSM1213833,GSM1213834,GSM1213835,GSM1213836,GSM1213837,GSM1213838,GSM1213839,GSM1213840,GSM1213841,GSM1213842,GSM1213843,GSM1213844,GSM1213845,GSM1213846,GSM1213847,GSM1213848,GSM1213849
LAMP5,7.750907651,5.939917027,6.286940593,7.788720405,7.903884527,6.245301712,6.91409306,4.999189221,6.757929124,6.438426554,7.306555228,6.435062477,7.733687084,5.897430866,7.700348109,7.191544555,7.55125291,7.196305933,7.137459316,6.951276514,6.944034078,7.633110086,4.849589324,7.195922128,4.723343572,9.507198737,4.902185237,8.022966527,6.839523183,6.051049265,6.93612695,6.94596649,6.174948424,7.426754727,6.868628112,6.457489225,8.582088562,6.276694952,8.410314699,7.527600636,6.08752677,5.829550442,7.749944947,6.152663491,4.622536072,6.662758947,8.220443995,5.907115968,5.564599467,5.178336152,6.394584158,6.693157229,6.787546038,6.931700337,6.051343155,5.319429228,7.223543712,8.719735067,6.135759599,6.3787395,7.078919514,7.61901383,6.876527194,5.164344738,6.792189531,6.445545752,6.988011984,5.827940696,7.356927907,6.217760899,6.650297486,7.017211559,6.588213197,6.63051138,12.48051836,6.325142497,6.785408419,7.033682897,7.533495876,5.73776997,8.07865529,6.872203886,6.99936279,6.749395761,7.197167805,6.995982855,6.476977137,8.283744721,6.904616218,6.225251534,5.766418316,6.022517076,5.041855039,7.679841414,6.376969857,7.901230618,4.539274996,5.890346339,7.310134319,6.466758742,7.266205603,7.124430069,8.630901888,9.387645925,7.417536953,7.549219323,4.967915787,5.26229346,6.527472824,8.317417429,6.66589363,8.001326548,8.476011138,7.006538586,7.58662753,6.68855942,6.410881772,7.680052688,7.19810095,9.613546016,9.712064422,8.372514242,8.595937593,8.441284532,5.304215785,6.074599327,6.514042999,7.159599826,7.073312096,7.372287558,5.702004983,8.328803098,5.776643067,4.589925422,8.293799986,8.931428328,6.739468963,5.237990429,6.297656442,6.408236686,6.463309594,6.635760655,7.846920974,6.979955756,5.862122287,7.242272269,6.332274565,6.348798785,6.463322055,7.44866788,8.608473748,4.902645021,4.866432186,6.649637427,5.226244912,4.978404719,4.415867074,5.46989331,4.772858415,6.222581027,6.436944752,7.726533019,6.945721175,5.794895709,6.039489552,6.828338109,7.345095452,5.04704285,5.739214876,8.456885859,6.485589527,4.621236627,4.783954433,6.181044689,6.030031075,8.542332029,7.456887525,7.358905509,7.925053728,4.892765378,6.218385738
NKG7,6.127005576,6.629743583,6.128607733,7.488689382,6.298738282,7.306611074,5.83750131,8.914993661,6.017124255,4.625236321,7.623951626,7.103685609,6.872875586,6.199168091,5.922784557,6.761995624,5.208595076,7.76656307,6.556210401,4.884680948,6.983484454,4.838837539,5.87880422,6.676360464,4.136326627,5.356109581,9.267508406,6.422502727,7.602948987,8.883694719,6.730118717,6.221875987,6.475324014,6.889760317,5.898602366,5.742032118,6.915479416,9.243465706,6.255193951,5.338673447,7.025454287,9.770727023,7.657388564,7.061437549,6.431102591,5.982068573,7.175450664,6.826033674,8.363848734,5.595536497,6.667854762,7.174982534,7.927193725,7.339455376,8.513848985,5.190493871,10.03846948,6.323290614,8.195601391,6.072870679,7.628567169,7.105391956,7.26554819,7.960989998,5.901555011,7.897287135,4.565346626,8.713133929,5.184669541,6.888692115,6.12844006,6.915479416,5.786260153,6.387636902,7.193775406,7.832020853,8.449800748,7.251556262,5.497542064,6.025528279,6.25898331,6.525699841,7.114023845,6.218709277,6.14798343,6.31041535,7.024097737,5.962686286,8.597446099,7.242411327,5.187545945,6.44198032,6.992349734,8.23431086,8.900578249,7.866190239,5.544403486,8.431873087,6.984708009,7.105959341,7.994497512,7.758760069,6.396108363,7.741242298,6.610493815,7.893593222,8.983726396,8.839483657,7.680407213,6.704043692,7.008551671,6.90439101,7.676690732,6.801131253,10.03679996,6.32562679,7.019097949,8.774183953,7.651109416,6.630934482,7.516724794,8.429055899,7.70504236,5.9563315,9.654306086,5.96405313,6.359926733,6.417031994,5.666842917,6.375446729,8.540486033,5.84320266,9.652095136,6.239558521,8.086280864,5.862231034,9.47476038,9.206334317,8.685762351,5.188651723,6.695471191,5.808553259,9.026727498,8.197125888,6.652240536,8.021051767,8.377866081,8.1575353,7.02918421,6.891300418,5.260065358,6.83707451,8.33050549,6.441187914,7.549161553,5.078434114,7.282375116,6.882752211,5.258537706,5.96571958,6.207494298,6.732617934,5.508256039,8.316159924,7.963399762,7.750790309,7.472865642,6.090821601,7.213540665,6.725283435,6.89701084,6.643723794,8.11366462,8.804015237,7.339070051,6.493167097,7.77580738,7.290160212,5.729926289,6.75202528,8.792649772
TTK,4.138597683,5.729818889,4.008413744,3.301360741,4.918304273,4.730199297,6.070629175,7.930447334,6.13817765,3.991607939,3.382235211,5.829981094,3.666385032,3.62178951,3.343884508,6.58860558,3.224651335,4.892147518,3.369119429,3.715048771,3.278516318,2.85487056,6.944105483,3.278840622,5.587530596,4.877944324,6.453304809,3.11772704,3.396113186,5.084113151,3.498237803,4.612275122,4.912030656,6.719501974,3.586814165,4.051486868,3.785724049,3.970073952,3.769472633,3.771908127,5.23178503,5.817823702,5.167301784,5.074262145,5.353554094,5.272660774,5.843330387,4.394742994,4.759131134,6.958407343,4.230389177,3.496418316,4.48770307,4.639192512,3.794852647,3.187449857,3.871275853,3.706688186,3.123460835,3.257431056,6.206189698,4.021049573,5.475465684,5.95349754,3.657197948,3.527680783,4.535543754,3.502280273,5.41808996,3.457733895,3.881101113,3.349188487,3.028874029,3.442670654,3.598642982,5.270910246,3.431942174,3.08778931,3.937697133,3.997245027,2.930672386,5.014122478,2.962549162,3.480766525,2.774836648,3.90357847,3.308551658,3.289971325,3.516317301,2.942808452,5.328455299,4.086450658,3.55656867,4.085460625,3.772205243,4.141434579,6.51947225,4.598151278,3.870370837,3.580035895,3.228912678,3.514441793,4.556938693,4.330786434,3.212125851,3.904731834,3.912352708,5.87059166,4.45970543,3.792813625,3.345378347,3.513885274,3.663039834,2.935253034,3.831054285,4.488488786,5.772682578,3.47639842,3.537026083,3.010705565,4.718130122,3.326024244,3.850908242,3.113330531,5.576297758,2.921271881,2.829005764,4.694195172,2.737589517,3.474171772,6.689913955,4.399483309,5.731199712,5.605074817,5.523383377,4.044257396,4.532423478,4.454655034,6.629790049,3.422321776,3.258838358,3.779645726,3.394962035,4.186623334,5.341455436,3.588981107,4.983389394,4.84353021,5.865391177,3.173231158,6.262362971,6.549181302,5.297122447,5.526683692,7.653997727,6.945993854,3.035968505,4.502161936,5.640803188,3.424578252,7.04852181,6.55851827,3.186711557,6.865410167,3.483576152,3.273624345,4.403297264,3.529618828,5.763844308,3.155213317,6.448622755,6.185503374,4.279213555,3.931512525,5.624932919,3.527348107,4.162016203,3.543906951,3.210699251,6.212626711,3.625563128
NDUFA4L2,8.905383002,5.662787176,5.734941309,6.181318857,6.806693518,6.563310967,9.730461001,5.550609893,8.689957612,6.281113237,6.133983982,6.74572586,7.460031505,5.963442365,6.467727003,7.936074401,5.606792067,6.001445281,6.29061392,5.380359826,6.415166061,5.905729312,6.60316347,5.586606269,6.181721614,5.845339566,5.333457522,5.716177787,6.374793974,5.851320888,5.555659731,5.570048328,7.377402957,6.616431019,6.007024912,5.898799129,8.315241492,7.377259137,6.605515665,7.785805338,9.894324582,6.315400011,8.610080267,9.691627738,8.681627181,8.151333702,10.11914114,10.29943688,6.851056209,5.770704915,5.710325559,6.690719852,6.150913162,6.703931509,6.98711585,5.466774965,6.467166985,6.586733393,6.418346536,6.344567672,8.884662703,7.036624413,8.13709335,6.485745492,6.838557253,6.685693502,6.248121479,7.050136513,6.815775292,6.663682022,6.490772478,6.517791739,6.177653189,6.710669309,6.883255818,8.149362055,6.87803501,6.062584993,5.998305958,8.551306086,6.486109632,6.123808734,6.241987316,6.085098375,6.2191726,7.286225222,10.93561357,6.392305855,6.104319779,6.850146335,6.160061094,6.673019378,6.456401585,6.819682843,5.995650466,6.327566871,5.913877875,9.975315025,9.209031632,8.260060015,6.502226107,6.32223888,10.63468914,7.463173728,6.494629292,6.853711248,6.017659827,6.365791313,8.47135369,7.965916732,5.607856251,6.846652504,7.367125682,5.523620071,6.67979268,7.878677302,5.913158568,7.634166844,6.173383432,6.593004848,7.588267205,7.613152484,8.507765768,6.53560255,8.257327449,5.553978406,6.437058629,9.570685805,5.913547998,6.73901486,7.122343629,6.428880261,6.523606452,7.187080671,7.919686446,9.503308957,6.464632597,6.185902265,6.883702607,5.640385621,6.883719224,5.534357057,5.991900065,8.87971994,7.291106082,6.60920254,9.445897849,6.798776476,7.22217152,6.557702774,7.066930604,10.21964776,7.388158078,7.9329792,6.21889119,6.175972561,7.024020363,6.112034617,6.749849203,5.930810894,7.808489834,6.854606885,6.416641842,8.270357098,6.810840537,7.154910228,7.891514123,6.890611934,8.860206974,5.832364189,8.286619828,6.076397028,7.133298804,6.370509939,8.896452528,6.650783187,5.61274015,6.496090835,6.177331403,5.998261962,6.542131231
MFAP4,8.166036309,6.384884419,9.405753812,7.553581344,7.614066335,8.55256001,6.233752774,6.024738772,7.349315924,7.551938587,9.427278009,5.680305451,6.811615285,6.183292478,7.857022328,5.878529202,9.036165956,6.612554215,6.698386047,7.048701952,8.541040784,7.569531617,5.87319249,7.503419158,5.238604995,8.653517223,5.635092844,9.464192374,8.151956787,7.363784858,7.720838652,7.693805636,6.380206989,6.006043301,9.087138677,7.366460316,5.478896035,8.632932335,8.310843261,7.357337898,6.198887727,5.662844771,7.802674609,6.866135227,5.044427825,5.912914964,9.112573585,6.109369643,6.288344518,8.043914497,6.990506782,7.332265485,8.094013324,7.9467119,7.997889189,9.14605143,6.803643845,7.419561235,8.329995552,9.440062486,7.118260716,7.242355856,8.075931406,5.879687791,8.191056087,8.097423697,6.755872804,7.424249259,8.279739423,8.179264405,6.638675418,8.400750972,9.310910008,7.704843748,6.362741452,7.20593289,6.968248104,8.20991943,7.747962253,7.169591671,9.284909942,6.457787699,9.855485341,7.607837282,8.008478565,6.875207378,7.12455949,7.436014419,6.899227237,10.03721586,6.464904315,6.482908017,8.587017033,7.310821716,8.013650426,8.996239354,4.503093659,7.233404509,7.619913533,6.976245196,9.638129202,7.549580608,6.803436022,8.357907241,7.995189093,8.392507583,5.946004588,9.484078591,5.113506802,8.527153595,8.717795451,7.170667274,8.600756782,8.751698444,8.314632415,8.162436611,6.504303251,9.304556603,9.420735878,7.499899548,8.152672689,8.722162091,8.323834073,7.666280446,6.171929313,9.12045862,10.74131424,7.288042637,8.444621255,8.778753034,6.532916412,8.808960731,7.199593344,6.70708136,7.094363052,6.597625763,6.955835063,6.405979669,6.31657572,7.965372241,9.040598269,5.692693754,7.668893165,6.963729701,7.632092658,7.888762932,6.421802605,5.93362507,6.392061126,9.653777005,7.82387517,7.086174285,6.913830597,7.132411231,4.300302598,6.144010922,9.036290108,6.072959,6.655717925,6.829176272,5.550883734,7.54465144,7.494323951,6.091982557,6.117094326,7.740644897,7.172007231,6.581778471,6.854813491,8.935458898,5.380157485,6.52780138,5.65401016,8.493787571,7.168541594,8.565938694,7.938478187,9.034815134,8.281793241,6.67246905,8.525032015
KLRG2,4.5331585945,7.588783359500001,6.345117984,4.836779724,4.4686048725,4.2041822885,8.4187814345,5.4184203235,7.700558757,4.321898535000001,4.0986339785000006,4.597626893999999,7.6114844825,6.054756965499999,4.5540327455,7.040948820500001,6.624996272500001,6.261758396,4.8809155405,6.064185405,5.258953286,5.4062012445,5.102319318499999,4.849232193,4.752850736,5.2465224955,4.340706809,4.6753628365,3.910704848,4.49128972,5.037225339000001,4.450178747,5.0596175775,5.8224256255,4.935000689000001,5.054678196999999,7.3877880135,6.628975272,5.038532995,7.195855581,8.022534017,4.220326463499999,5.04930198,5.8366722175,8.4763993575,4.5912496315,5.109839694,7.4703585325,5.4592760975,7.096982246,5.013083484,5.10007304,4.9491065795,5.259122014000001,5.7454568345,6.440320189,4.4729910835,5.2301217135,4.193661714999999,5.856277498000001,8.376114718,4.763377146,8.166844834499999,7.271567163,6.4609782275,4.5576250045,4.464794287,4.3868608165000005,4.063195921,6.867622979,6.9880324345,5.5427152005,4.8140796305,3.8256853265,5.993421742000001,7.498793858,4.436864588000001,5.7648777715,4.243292722,6.74496168,4.112079715,6.204923368999999,4.982542228,5.575700891,6.897604300999999,6.678215091,5.9027666455,4.6172096535,4.60902192,4.851237002,9.498600859500002,6.513872953,5.021972001,4.5761724935,5.679437986,4.658562975500001,7.687775449,8.512441463,4.7289113485000005,5.882791535,5.008841172,6.4595517375,6.7694733835,4.6651597495,4.9544410765,4.6284910915,6.9632754565,6.888284109000001,6.1803428705000005,5.261677052,4.778094956,6.113262800999999,5.8219915165,4.6139074475,5.127821646,4.9663695315,5.099080514000001,5.1582128725,4.3779211445,5.5451476815,5.8218147600000005,4.9419435135,5.1338476835,4.32457417,5.837733076499999,5.068127414499999,4.526380312500001,5.8223185655,4.9915302585,4.7626667155,5.276718047,4.185419136,5.013959969,7.60634169,4.1566073845,5.0174081785,4.8251392525,4.6993865535,5.8741320725,4.7474214020000005,5.239141584,6.5468305265,5.308225052,4.74755178,7.122114819,5.386997269,7.5600697085,6.4595853465,5.559477104999999,4.519073035,5.9063743145,6.974193883,4.4243086005,4.562539167500001,4.369627122,5.840610953500001,6.0927934255,4.382507065,7.6013893065,7.9998956035,8.536017737,8.01684945,6.479598239,6.603566214000001,4.5450893495,4.438109505,6.2342959555,5.3743326985,4.9022861345,4.5524357145,7.787088183,5.8461585495,6.4051525095,4.7047847525,5.157309854,5.618947089000001,6.830678601000001,5.071217886,4.186482627,5.8848899665,4.6261513335
MANEAL,5.468187056,6.867417071,7.482867769,7.455079087,5.656178918,5.570831923,5.300246965,7.687557788,8.057418211,7.483592726,5.947157458,6.603379512,8.469346532,7.609019672,7.771277264,6.673097487,6.646848639,8.945072039,6.914362475,8.339924244,6.99157783,7.869850024,4.650180817,7.529788704,6.296975958,7.779410245,8.445451822,7.507861397,6.068853969,6.423521481,7.620673183,8.042857736,5.412559517,4.78637922,7.331776524,8.581317461,4.714188208,5.495639985,7.090676227,5.412618576,6.23860318,7.65344022,7.952607017,5.816252512,6.69669035,5.529510587,8.311429825,6.814689537,8.118652346,6.186153596,5.264817822,8.317825067,8.943901929,5.350168138,8.413329359,7.985609937,7.580938161,7.806687616,8.141780365,7.266330341,6.765554907,7.979031408,5.029819934,7.723135808,8.991975728,6.746631991,9.447007785,6.295826617,4.779472701,7.072887182,6.928466821,7.662570004,6.932839021,7.922832632,7.86338305,6.364682054,7.615030922,7.717282283,7.188251677,7.031807108,7.14913386,8.096518811,8.092287364,8.284033759,7.618109249,5.588386897,6.073981461,7.053692931,6.282930766,6.043827944,8.334816106,8.464583845,6.068402731,8.318132218,6.579119696,6.358223625,8.815210722,6.099922175,5.647298033,6.235218514,7.666579544,6.003714778,5.791778316,5.200626356,5.898634753,7.015112036,8.587597098,10.01914885,5.733392464,5.482010084,7.409406555,7.763065078,6.374633184,6.782693416,9.048186544,7.380373453,8.805081159,7.656793428,7.013653136,6.341482873,8.067323636,5.888094621,6.660055367,8.945882456,6.211947092,8.024808504,7.192879615,6.285556624,8.216375582,8.75310092,7.986724755,6.857409995,5.399749972,7.750339288,8.154865136,5.731623624,6.46212119,7.246416495,8.756866089,7.843948213,7.180768631,7.091727893,7.946802701,5.743480631,6.163110245,7.32464167,6.757833358,6.247822324,8.689412721,8.898074306,5.621215247,6.940038233,7.821598022,7.521247334,5.040925228,7.45465268,9.028612061,6.569179885,5.63701012,7.594697343,3.664818718,6.094286446,9.095964504,7.069361451,6.323213688,6.797138617,7.319585923,8.755440478,4.001003109,7.115078881,4.568764321,7.196451729,6.582705036,7.085294162,4.271637767,7.480813317,8.37453835,6.942762078,7.762001741,6.660873135,7.196213823
SIX2,5.7271420315,4.412488046,4.0957823085000005,4.142826873,3.821603084,4.087023811,5.5945843765,6.619311311000001,7.204721040499999,4.174223033,4.4915105125,4.0799400245,6.001026057000001,4.6426208625,5.860081554,6.250006947499999,4.0521808885,4.1508308175,4.964196762,3.900777157,4.789493425,4.268200866,4.885172073,5.0360388015,4.389724428,5.1511079275,4.0356327775,4.7853449005,4.472282892,4.336167006,4.224923796500001,4.1681112925,5.3455226315,4.621835947,3.9223985685,4.7332960105,4.8584445105,4.629754725,4.2465694955,5.0513727225,4.470814562,4.8891872545,5.079926884,5.9742038945,7.617534793,5.694612003,5.781888789,5.4728882845,4.26454539,9.543737893,8.3578304675,4.776567751,4.139773167,6.3916941385,4.2352413705,5.39146085,4.9204911415,4.827343326,4.47363426,4.9072399905,6.854469798499999,4.597955511,5.5120160185,4.500973019,6.524159671,5.161663836500001,9.4690994645,4.302806692,5.8196351085,4.6044988145,5.4811029185,4.581364426,4.1150970975,4.0779770505,4.433649416,4.710326354999999,4.0943243945,4.5592240415,4.070559996,5.665449446,4.2057853245,4.5231628765,4.6727890495,4.347638661,5.9319889955,4.665684225,6.6389990435,4.428418701,4.7068016645,4.400504972,5.2439018095,6.897328471,4.8513306385,4.2405466165,4.2118601810000005,5.055210414499999,4.686896016,7.1750792745,5.162043545,7.0990112845,5.0185946045000005,5.0516735,4.816103894499999,3.88640844,3.954797804,4.302957386,4.386152061500001,7.0006786465,6.9761103075,5.0797357855,5.017657989,5.6586158025,4.4373026505,5.461245873999999,4.464239794,5.3877332935,5.633051749,9.6083713705,4.517604346000001,3.992886072,6.799938863,4.939467304,6.858609502,4.2869169345,4.6024217985,4.053200471,4.6963240205000005,5.619016683,4.2449738575,4.7300771255,7.9492742635,4.5736687855,4.039465991,8.6607360195,3.928549105,6.9028678945,4.29997747,3.987707179,9.876412494499998,4.3121209855,5.152893315,5.179330865,4.0797547655,4.8774185,7.054984233499999,4.3350756805,4.663983206,5.124094967,5.353147448,4.6049573625,6.451924012499999,5.8669170355,3.868953695,5.1626172655,3.9604341285,5.632547287,4.138006503,3.795873905,5.837614725,5.411484423,4.411171331,5.706781674,3.988020983,4.090774561,4.8427190435,4.3210322575,7.0789608280000005,5.6955499685,4.2982912505,4.3190236495,5.010619968,6.702513949,4.595016169,4.0214855595,4.759669212,5.263430499,4.9411097250000005,3.790956686,4.288041276,4.3954908765,4.296499998
MNDA,6.075711813,8.21205797,6.948975831,6.725646383,6.232635347,7.233048469,3.347220507,4.81279469,5.464542609,7.864602811,7.400550421,7.300945609,5.167898831,5.646580029,5.594886072,5.354720306,6.894089861,5.757333158,5.379709129,5.68154581,7.290445823,6.793586901,6.424518702,7.574708325,3.400250246,7.273079958,7.113991377,6.567670495,7.197203975,6.830253854,7.751223377,6.798077718,6.278323057,4.021076374,7.94399663,6.3870235,4.686570014,5.601110549,6.024345542,5.603898862,5.065016933,6.930598146,6.271378411,4.515696654,3.147247056,5.587326715,4.731949668,3.932871503,4.784197333,5.769664526,3.973058372,5.809143055,6.03509973,5.647211785,4.885685537,5.649848893,6.69352245,6.573214072,6.240665709,5.654718063,4.791305115,6.694961447,6.639141883,4.962682231,3.762509373,4.492211776,5.57123433,7.023672418,4.475834333,6.122095621,6.890899786,5.626582023,6.467485652,5.524497162,4.467321075,5.13274058,7.139703974,5.953319589,5.986016429,6.66541577,5.829102932,5.658854481,5.674850148,5.310981066,5.017658693,4.848778354,4.210106116,7.032592545,6.072997707,4.329206567,4.325027221,4.278411342,4.822963709,6.392852234,7.372092956,5.070181234,3.312740498,4.707399007,6.510638661,3.921320944,6.422320427,4.960485063,4.797542765,7.410117075,6.753614313,7.67513751,6.132514617,6.340000739,4.101600118,5.956809038,6.879411038,6.559088848,7.327506496,6.561433412,6.046726819,4.519427413,3.442327888,6.094207558,7.172860498,6.805001061,5.475473995,6.928577653,6.607122777,6.98940443,6.371723848,5.754300786,6.550313786,6.062080716,5.838625388,5.396808692,6.784266708,7.270377237,7.668536337,5.669280726,6.219221664,5.817129702,7.869139189,7.869358908,6.178314122,7.366265519,6.282223615,6.666992192,7.730428325,6.385427082,5.498895712,7.760308942,5.180794652,6.816461281,5.158843739,6.681237103,5.673398402,5.50198596,5.804890933,5.613414699,5.916732958,5.918129837,5.903879282,4.407095197,3.501411291,6.222581027,5.497962922,6.260070628,4.308488082,7.428769145,6.078716274,8.707396502,5.339011794,3.404532975,7.131787004,7.814563773,7.710712541,6.427601493,6.908593157,7.85033859,6.860530784,7.2742511,3.288946574,6.862693294,8.183064932,7.644867908,7.678471459
CLC,5.070474659,3.601268604,4.631290063,3.171439875,3.416349475,5.487568966,3.552474647,3.091402927,4.087513631,5.735038752,6.689065682,3.175695943,3.639149361,3.806783314,3.769912373,4.624626459,3.6376939,3.603026072,3.379357924,3.783847755,4.891195567,3.906662677,3.746381202,3.05137924,3.622218909,3.184881797,3.773994337,3.796359062,3.725796728,9.253297095,3.679866266,4.647927878,3.426051057,4.654863258,3.80223225,5.384706795,4.082260155,6.302434056,5.000244619,5.578678379,3.292210508,3.61052043,3.725113361,3.592748667,3.693194014,3.580553865,4.428134024,3.468785965,3.542565237,6.567759958,3.789950171,3.325206479,4.157653718,7.463182078,3.67342367,3.313612743,4.039467159,4.140343391,6.528213733,3.749158518,4.988798369,4.548899121,5.602238033,3.157578892,3.926572102,3.771759139,4.369861707,3.700043739,2.955142911,3.785296829,3.160113512,3.995960885,3.028371187,3.246717809,5.035966482,5.899364809,4.625919239,5.981171889,2.98823046,5.31972112,3.280555346,4.781790795,3.557270267,3.380634023,3.040109323,3.464678703,3.697745019,3.910416347,3.781991034,3.480550594,3.489272016,3.680627851,3.990099932,6.418853135,3.395441632,3.394653825,3.537091678,6.960759609,5.581124022,4.427185412,4.744171747,3.369184317,3.914595938,5.837734831,7.087177868,4.134052368,4.338752368,3.703155533,3.593159599,5.431280104,5.879371544,4.387282962,4.583682991,3.62048966,3.585846822,3.351323343,3.670259472,8.559665803,6.990470447,3.807130166,3.795332528,5.41191608,3.348177163,3.900609222,3.482007367,3.466010881,4.40576108,3.735372074,3.099168802,3.893617119,3.953759704,3.153176175,3.246756651,3.379665218,3.601345246,3.36420774,7.273955534,5.195149891,5.126882641,4.815988346,3.867113398,2.979393035,5.300074115,6.097627516,4.13234858,3.386478239,4.969552708,4.421125568,3.365674466,3.172981711,3.165167792,3.006365228,3.527584772,8.948104859,3.513903676,3.227231657,3.035465663,3.591784528,3.233819417,3.196985096,3.535320937,3.251726294,3.182978541,5.462042367,3.281065478,6.631947487,4.465808064,4.020518552,4.032587386,4.868000389,3.089414896,5.362795773,3.677705051,3.598427647,4.020155139,4.660340625,5.212666223,3.427167376,5.637122018,3.724351987,3.479946497
IGHV1-69,3.924417388,2.536956349,2.546170891,2.827041225,2.495718931,7.149242918,2.720275608,3.185658889,5.333919172,3.072875689,3.266248132,5.426516536,2.800900819,2.800900819,2.514867791,2.971253763,2.856183073,2.278884944,2.565815779,2.626338498,3.071741674,2.406288627,2.732214395,2.233560691,2.587373627,2.684414245,2.788479056,2.68678448,6.782225569,7.846864584,2.686515951,2.272765582,4.250349514,3.626425783,2.576938698,2.613500237,2.829394312,7.504559153,2.645889658,2.47511039,4.454379434,2.566701684,2.800202516,6.505202188,2.52207683,2.753961293,2.571631232,2.657839136,2.71756281,2.461759644,2.705653511,3.627604584,2.960246081,2.527166417,2.716741245,2.839698335,3.555906622,2.967168699,7.049354427,5.174475787,2.927599382,3.126436893,3.489979632,2.660997447,2.636258629,2.789030166,2.97299113,2.474839163,3.156199291,2.700222618,3.736029637,5.9670877,2.505289789,3.639527181,2.810439727,2.833201135,2.551086577,3.857343116,4.202980159,2.665006036,2.740116025,2.736108832,2.935630237,2.633816301,2.436034518,2.719710322,2.610994317,2.651886121,3.264233863,2.785407381,2.655724205,2.596379268,2.585324599,2.928471511,3.379120426,3.004643438,2.661111325,2.925182085,2.971458622,5.116885864,2.816689417,2.595917307,3.33850788,3.361945541,7.575787676,4.738993962,2.61620703,2.776957088,2.902340356,6.702527169,2.530912196,2.996224091,2.675127639,2.7415206,3.729383861,2.634566017,2.491695848,4.669625802,6.064006975,2.466009221,3.147576156,2.849573457,2.80895942,2.525915432,2.586217887,2.374952985,2.373605183,2.729489901,2.399652609,2.512581879,2.689017426,2.534456004,3.433844615,4.758111534,3.579735897,2.657059146,3.208600985,2.552480955,2.902080196,2.517245893,2.662690045,2.389591275,2.486909772,2.73075267,2.965250181,2.907388604,2.94660564,2.712625513,5.850073434,2.416272898,2.94569396,3.475672803,5.13058071,2.959640073,2.833177634,2.555588409,2.435126801,4.758563778,2.740474104,2.689603435,2.483382278,2.498046064,2.646480425,2.921931158,7.863251314,2.869596523,2.654780488,2.656315183,2.507951587,2.567511032,2.519186586,2.503310355,2.740503885,2.869418232,2.558398445,2.699860764,5.025886416,2.542838358,2.744665739,4.370355554,3.011083341
