Gene,GSM1213669,GSM1213670,GSM1213671,GSM1213672,GSM1213673,GSM1213674,GSM1213675,GSM1213676,GSM1213677,GSM1213678,GSM1213679,GSM1213680,GSM1213681,GSM1213682,GSM1213683,GSM1213684,GSM1213685,GSM1213686,GSM1213687,GSM1213688,GSM1213689,GSM1213690,GSM1213691,GSM1213692,GSM1213693,GSM1213694,GSM1213695,GSM1213696,GSM1213697,GSM1213698,GSM1213699,GSM1213700,GSM1213701,GSM1213702,GSM1213703,GSM1213704,GSM1213705,GSM1213706,GSM1213707,GSM1213708,GSM1213709,GSM1213710,GSM1213711,GSM1213712,GSM1213713,GSM1213714,GSM1213715,GSM1213716,GSM1213717,GSM1213718,GSM1213719,GSM1213720,GSM1213721,GSM1213722,GSM1213723,GSM1213724,GSM1213725,GSM1213726,GSM1213727,GSM1213728,GSM1213729,GSM1213730,GSM1213731,GSM1213732,GSM1213733,GSM1213734,GSM1213735,GSM1213736,GSM1213737,GSM1213738,GSM1213739,GSM1213740,GSM1213741,GSM1213742,GSM1213743,GSM1213744,GSM1213745,GSM1213746,GSM1213747,GSM1213748,GSM1213749,GSM1213750,GSM1213751,GSM1213752,GSM1213753,GSM1213754,GSM1213755,GSM1213756,GSM1213757,GSM1213758,GSM1213759,GSM1213760,GSM1213761,GSM1213762,GSM1213763,GSM1213764,GSM1213765,GSM1213766,GSM1213767,GSM1213768,GSM1213769,GSM1213770,GSM1213771,GSM1213772,GSM1213773,GSM1213774,GSM1213775,GSM1213776,GSM1213777,GSM1213778,GSM1213779,GSM1213780,GSM1213781,GSM1213782,GSM1213783,GSM1213784,GSM1213785,GSM1213786,GSM1213787,GSM1213788,GSM1213789,GSM1213790,GSM1213791,GSM1213792,GSM1213793,GSM1213794,GSM1213795,GSM1213796,GSM1213797,GSM1213798,GSM1213799,GSM1213800,GSM1213801,GSM1213802,GSM1213803,GSM1213804,GSM1213805,GSM1213806,GSM1213807,GSM1213808,GSM1213809,GSM1213810,GSM1213811,GSM1213812,GSM1213813,GSM1213814,GSM1213815,GSM1213816,GSM1213817,GSM1213818,GSM1213819,GSM1213820,GSM1213821,GSM1213822,GSM1213823,GSM1213824,GSM1213825,GSM1213826,GSM1213827,GSM1213828,GSM1213829,GSM1213830,GSM1213831,GSM1213832,GSM1213833,GSM1213834,GSM1213835,GSM1213836,GSM1213837,GSM1213838,GSM1213839,GSM1213840,GSM1213841,GSM1213842,GSM1213843,GSM1213844,GSM1213845,GSM1213846,GSM1213847,GSM1213848,GSM1213849
CENPA /// SLC35F6,7.104708599,6.582552205,4.932404391,5.667846288,6.586206914,6.137876261,8.085322495,8.131065327,9.089038596,6.357798812,4.585155073,8.594953178,6.038058736,5.980737078,4.913030664,8.566862392,4.300639013,7.11877742,4.795632548,5.625123431,5.930416704,4.666799981,8.683395613,4.730778488,5.733198751,5.879731741,7.577489598,4.477985275,5.360441145,6.604761334,4.957513535,7.294726655,6.804652042,7.781081559,3.650982611,6.432962117,7.353701216,6.452752398,5.627536413,7.982636822,7.240265947,8.000863116,7.830355799,8.340854558,8.522666813,8.153408501,8.367159152,7.882929667,7.653671031,9.329012728,7.551760543,5.303122367,8.443900115,7.34535405,7.23718625,3.208090544,7.476551032,5.551033788,5.792047029,3.95437789,8.006779505,6.177877984,8.440865115,8.36671671,6.112488207,4.943217431,8.191131471,5.580106317,5.090913169,5.087577035,4.415977202,6.746394161,4.176642024,6.585958023,4.068827148,8.204142703,7.50294381,4.553759992,5.926342457,6.776672852,4.612933301,6.971457084,4.593591206,4.983989307,4.11322063,6.113024541,6.01172009,5.136962948,6.877253023,4.150873418,6.758507774,8.132909427,4.92835568,7.710040152,6.879261705,6.131855579,7.728334877,7.948059241,6.751576505,7.219430445,5.430367495,6.230308287,7.852980691,6.168989416,5.376991796,6.254669157,6.297791939,8.476856913,8.282918037,6.238109856,4.594673373,6.182845895,5.440542151,4.734865357,7.73212824,5.818250781,5.494388693,5.217563785,6.13849972,5.263703552,8.368093285,5.968273243,6.764187518,5.852283977,7.517726456,3.766340381,4.633064291,7.548523121,3.497023974,4.477306607,8.178063655,4.641321233,6.214603895,8.523628827,7.105568366,6.537139858,6.896916346,7.152536019,7.525652249,4.449700845,3.682498701,4.900974099,5.705638275,7.322976564,8.372791016,6.684641256,7.972393146,7.537747109,7.985262986,4.542960739,8.408457586,7.429705384,7.023059712,6.719417667,9.004642324,7.484315187,3.944986256,5.737923143,7.529805971,6.0237175,7.229162336,8.815772592,4.703701158,9.384771728,6.849429224,4.682254775,8.115103768,6.34884036,8.033380426,4.545002738,7.813854626,8.481022769,7.145032248,5.964537432,8.137434113,6.082276556,4.558480098,6.762070825,4.288726181,9.378892114,6.404215421
CCL8,6.773532306,7.140411123,6.689639699,8.461905016,8.842254117,5.822114918,7.82796341,7.444311902,6.619868749,8.233524184,7.456462984,7.49701218,7.421281177,6.716814439,5.876176699,9.70496209,4.941006071,7.335153643,5.910499848,4.579383405,7.998475502,5.274132412,8.486122349,5.741347137,4.196719357,9.339960134,10.02854902,6.901637179,7.756999808,7.922942561,6.835647284,7.600609156,6.90447301,6.412352859,5.567480784,6.786336119,8.060658051,7.848117154,6.264098305,7.817918641,6.551261675,8.455802188,9.77416985,7.888429829,6.308871659,7.670819824,8.4399326,7.241243675,8.453810408,4.875269048,6.64841387,5.714963367,12.14727983,8.282992431,7.314755303,6.465428124,10.0294831,9.607724009,7.237970304,6.005523278,8.455679685,7.431791213,7.495074623,6.849846752,4.957449218,6.182868462,5.773608146,7.561301845,4.509160851,6.728978308,10.10438944,7.211638476,5.334564963,6.468329426,7.411819148,8.446013558,8.980070907,8.150866,6.472332651,9.351442542,5.527445922,7.347335901,5.638482242,7.003997699,7.655274779,7.311336503,5.411288526,6.254050356,8.299007631,5.048129461,6.021357597,6.984184955,5.916980136,7.164974065,8.980715599,8.869153724,5.183500301,7.303117479,6.155282715,7.072675167,8.346714064,6.074467474,5.334511504,6.901644608,6.2305641,8.558582543,8.623256979,7.252133932,7.447503596,7.108174128,7.161850315,7.552606845,10.68445114,6.032966729,9.026634529,5.96037175,5.963942748,6.545924173,7.448034864,7.321279126,6.635431157,6.85126486,7.301288235,5.846233714,9.701939804,7.016493427,7.639709135,7.168596998,6.086952442,6.076075919,8.677038197,5.607863592,8.796657951,9.994821378,6.778725027,6.770425965,9.286363669,11.14676584,9.131696138,4.488027008,5.541034987,5.734466151,8.708868226,8.434434304,9.161301471,8.111001969,7.114706535,8.98558672,7.761459459,5.307701997,6.653533757,6.796823484,7.6406483,7.239350682,7.829395778,6.852196812,4.674911476,6.343656107,6.809315718,6.360962651,5.835218444,7.745534672,5.019426506,8.448901325,6.98360739,10.55979537,9.258796043,6.771070796,10.15711132,8.340272621,9.133127672,9.75632682,8.59431648,8.849896332,10.16181004,7.634648227,6.360844195,7.037857563,6.941507826,9.299026851,9.025012293
LEMD1,2.564416886,3.470601518,6.67727264,3.01729953,3.828824695,4.289681037,4.063485084,3.80828964,4.091048275,4.233511854,5.957192631,6.609420195,5.758269025,4.770309117,3.205853036,2.481346585,4.808555819,3.521828495,3.076532609,5.475417248,6.869897599,5.428602474,3.885927459,7.583988557,4.129655842,3.855367625,4.518199116,3.92544937,2.464595405,2.886135874,4.932422128,4.674965616,3.606454246,3.183135079,5.024815035,7.161729312,3.328300558,4.133706076,4.482947306,6.408256479,5.126395407,4.547738568,5.916084012,3.817328392,5.699279168,5.623256178,5.230803229,2.920873957,5.23925642,6.759811855,3.02383896,6.805418552,3.862133245,3.185747446,4.543159937,5.485791361,3.967358447,6.436422256,2.975133221,5.185257317,3.29063144,6.697561395,4.340397897,3.148116653,4.229152667,4.68628901,3.405141519,3.08220236,3.629491928,5.478671672,3.536732583,3.239845805,2.927436593,4.748692592,5.683510569,3.571533732,4.710017405,4.095701656,6.094508551,3.923405625,3.412241422,6.821797084,4.840931319,7.084359816,4.336912009,2.888637562,5.277074384,9.54782131,3.680882162,3.686158469,4.540102881,2.957623858,3.574585622,5.596576505,2.801037494,3.31895398,6.615805071,3.139289598,4.517667192,3.13617829,5.600377674,2.763523742,4.829329829,3.29938272,3.952649321,4.166188893,4.339838981,3.203396305,3.502033788,5.139969797,7.25278415,6.333366415,3.53189912,3.713885325,4.148740286,7.155948645,3.445026041,2.946902846,3.002952514,3.445224145,4.563684778,5.673736884,8.182534519,6.262041329,4.328743907,5.874438978,5.746473238,2.870842343,7.203157418,5.897694571,2.872428617,2.963313286,5.101012846,5.412340104,2.748123321,5.789921571,3.020921133,6.762177398,3.409603892,6.259680826,7.886611287,6.244455986,7.552865119,3.237790891,5.871151666,6.234120431,5.488210809,5.524799376,3.172468075,3.558645017,4.7366817,4.495277247,3.657264338,3.322682104,3.057086593,3.052246811,6.042859005,3.538462841,2.905577273,5.938349387,3.987886548,4.748783482,6.322174887,3.162618617,2.561614194,5.900937953,3.041065444,3.228798289,3.077308327,2.911923714,9.328385556,2.602207463,4.020485836,3.179669857,3.046218253,5.628152949,4.45030738,3.359985311,3.82789503,4.332956227,3.135050353
VSTM2L,5.640838605,8.253289663,9.545106963,7.153599146,8.057895605,6.380139199,5.928568815,7.315363037,6.587270187,7.871225317,7.606972363,10.54200521,8.676886523,8.487104244,9.062231091,7.013486284,8.679073681,8.77903456,6.761312927,7.663808702,5.323051759,7.40058669,4.831163756,6.86975603,7.534766427,8.639353568,5.880863223,9.083660952,6.596329242,6.460462143,7.5830947,8.787095775,6.21792878,9.412389278,8.89750814,8.422289772,5.609878002,7.143496617,8.626826461,5.370798953,6.425022287,6.678769543,5.395801349,5.373002953,5.026733047,8.226429518,5.85477004,5.538240433,9.523468383,6.94334592,9.802732012,8.621279365,5.903704925,6.978191576,9.23045911,8.986614239,9.083734056,8.974275591,8.387264906,9.866495911,6.573991097,9.575330643,5.927390562,6.697349764,10.55632945,7.889793746,9.829268113,6.43892666,7.369193366,7.960256007,8.560745663,9.78367729,8.51909248,8.936167743,7.770314264,6.304369052,9.721638815,7.315879206,7.045618582,5.811675629,7.939743585,8.511304575,8.527700706,7.474946738,8.827093301,9.877168127,5.113363725,6.522213199,9.045496706,7.699197013,10.29313197,9.29568792,7.713037163,7.672969706,5.912487895,8.287102173,5.270673623,6.334976923,6.826181774,7.534938224,8.919450734,7.288271901,6.139560765,6.627487685,6.738428696,7.867082435,5.643760646,7.867489744,5.724966275,6.035061194,8.015788723,8.469534621,7.439851908,8.428312476,7.969418819,7.027004956,7.866013199,8.958458279,8.013617732,8.570748342,6.571810511,7.646097233,7.477132868,10.96996696,5.797303852,5.943191443,8.034384809,5.637252472,7.281553861,7.689060506,6.900145711,8.513022259,8.418729783,5.856590894,9.6006994,10.42633344,7.539084867,6.251968534,5.881925171,6.968365489,7.679267999,7.529510899,6.785271623,6.777300321,5.551789528,8.685073592,6.568666778,10.1208084,6.604416728,7.490906605,5.954453144,11.17961189,5.907893617,7.031390789,6.404986902,5.669385706,7.292581205,7.023300755,7.361667675,10.2889851,5.013269667,5.559745231,9.571499129,5.42214539,9.481813779,9.176328328,7.243932772,9.465107174,5.546130426,9.493896835,5.55781488,5.410441076,5.511559089,6.502831057,5.234752151,8.516120787,9.03423656,7.871225317,9.365121064,7.200344485,6.747006975
TMEM45B,5.4193827245,6.896904297,7.8019367935,7.6654716945,7.437909622,5.007599167,6.676187155999999,8.114791406,5.4972624135,8.6660737015,8.075146700000001,10.30997904,6.455104825499999,6.9349303585,7.428184156,4.093104588,7.301302331,7.8843966405,6.297220043,7.7154614605,7.479802653,8.273484611,7.737540154499999,7.6547478105,6.272460645000001,7.286717595500001,5.8837776655,7.5673205295,7.581059911,4.4278391235,6.9274434685,7.9181528485,7.011009438,9.2956640345,6.963275251,8.6583959895,4.4835106535,4.699245131,7.238408277,7.6607233025,5.135646857499999,6.269338325,5.938602267,4.503594109,7.3221408295,6.4485874965,4.3254250595,7.2665360415,9.400849584,3.801272433,8.497235739499999,8.453459996,4.523727366,5.448328142,8.744991095,8.2804536115,8.251145524,8.548769368999999,7.925138644,8.108804873,5.504809444,7.3506625595,6.479819599500001,4.254502761,10.0019305285,6.959467086,6.2269842065,6.849570163,5.887829212,7.818277409,6.738858882000001,8.220668228000001,8.3662657935,6.9375107795,6.576264397,5.150021763,9.4656286515,7.969787483999999,8.034512202,6.3332725945,6.473181573,8.311536445,7.8592982575,8.677031971,8.23016439,7.7322033845,7.3811673685,6.725799959,8.6836973755,4.8520928985000005,9.2276660105,10.260611585,8.604933834,7.051925511,8.334618182,7.451433949,10.441654705,4.8648628595000005,7.8096375915,6.88756971,7.5719451365,6.9344633745,7.2108008925,5.384177714,7.225621524,6.199263505999999,9.221609341,5.1532604515,7.1261227510000005,6.45257416,7.21246437,7.385380652,5.7478026495,8.701259947499999,5.632081375,7.852998289,6.7009951575,4.3245720375,8.247159463500001,7.6091494865,6.003691451,6.383072049,6.671927485,8.716250442,9.191724227,7.715344772,7.289426874,4.018750722,7.795509679,6.903902884500001,6.0202395145,6.6104125995,6.0055180035,5.005453695,8.0271764645,9.2492110045,5.571100498,5.494713548,6.9688414285,7.5476639625,7.960827780000001,8.0928918195,8.144490722,5.778672749,4.8267089245,8.142475355,5.808557271,7.783080358999999,7.558208430500001,9.243434893,5.2575440275,9.333921177,8.924164279,5.7876388335,4.1033996645,8.428495975499999,5.9962262015,6.579502265,8.632576777,10.32901008,6.439971299,7.6323721575,9.517522050499998,4.8394075825,7.6683004385,7.4758844865,6.4868457005,8.051164064,4.578149785,8.0325485955,7.473538823,6.0454359965,4.4558526165,6.602517001000001,4.814433606,8.088083023,7.332787104499999,8.640428802,9.0399208945,5.954373202,6.6689733015
CSAG2 /// CSAG3,7.749996555,3.236381912,3.006043271,3.619821567,7.72481143,4.045702715,5.853483424,3.109837819,3.821169373,3.380390431,3.752880788,3.44624618,4.027658753,3.701432998,3.191365678,4.137869921,3.240223881,3.438097371,2.972056297,3.485919907,3.518410482,3.238557031,8.479281876,3.698402844,3.798069789,3.411740672,3.23477264,3.582193029,5.011087093,4.270779307,3.335476927,3.364749065,5.399185393,8.950906494,3.008780435,3.48719148,3.268578899,4.247955052,3.237471296,4.053083891,3.448484338,3.393600024,4.120309631,3.381337508,8.757084807,3.71393029,3.782889176,3.619815199,3.386090394,8.633300519,3.684208616,3.389191295,4.213971719,3.482715231,4.100576292,3.120876157,4.797211691,3.795129421,4.18003645,3.367619923,7.77341003,3.803316048,3.493059366,2.988148981,4.032060441,3.962590601,3.390860391,4.857559828,3.455765336,3.317530061,4.069278396,3.654812559,3.041352325,3.414108639,4.021896973,3.795129421,3.444882968,3.813827692,3.077108163,3.504673848,3.672025048,3.103061387,3.162473564,3.790724322,3.107085962,7.139424932,6.377743495,3.510105522,3.043889761,3.433885312,3.068223291,3.818905297,3.344262636,3.720972964,4.754520651,5.152558023,3.249937913,4.116629423,3.59547035,5.453366245,3.659831735,5.142390279,3.816058205,3.55979961,3.369535865,3.715442749,3.789129571,3.461641958,7.348198251,7.580266227,3.104008825,3.339851487,3.228955207,3.152843677,3.307690458,3.249525472,3.54238673,4.067372742,6.645444497,3.263992715,5.728178953,3.521551109,4.387549983,3.433956637,5.984561529,3.232294349,3.109317843,6.311962077,3.186438761,3.78274452,3.723590051,3.524942644,3.828326258,6.695315312,3.639708595,3.351800908,3.769744539,3.928799969,7.670430698,3.033905223,3.483555577,3.08889696,3.71134707,8.358340261,4.062831859,3.708925765,4.648012303,4.342381786,3.653413329,3.150543897,3.219551322,3.364293866,6.797626618,3.229312167,8.515975626,2.9169084,3.569396891,3.207089292,3.244753961,5.695069715,3.207591136,6.705966935,3.300423779,6.893322766,3.679558074,3.590795318,3.775174757,4.136655356,7.731568304,2.941940185,3.115929513,8.335200806,3.781194945,3.494372041,7.931053571,3.407816188,4.621631131,3.343305123,3.628373599,3.387319548,3.840372071
AQP3,10.420833124333331,10.815081159333332,11.768298793333337,9.848317989666668,7.736610876,8.510168886666666,10.624694260333332,9.449096644,8.548483988666666,11.722744626666668,8.683987802999999,9.796455211333331,9.992607945333331,8.006177222,9.675385188,6.963408439333333,10.855583145,9.969783512333334,11.145223199999998,11.379587966666667,10.776030799666666,10.038969182666667,7.774339117333334,8.645667292666666,10.555890072333334,10.659463234,11.201257446666666,10.590271201333332,9.977393255333332,9.778273231333335,10.650691679666666,9.629479407333331,9.376401559,8.945503232,10.446939923666667,10.099258832333334,6.392813408333333,7.621176323666666,9.821453364,8.298484417,7.191874272,9.305552838666664,7.552779336666666,10.972188983666667,10.273502539,12.03862099,8.037505805666667,10.899053709666669,9.770103337,10.273206409,9.892941616666668,11.527759083333336,7.374821300666667,8.266930577666665,7.809190978333333,10.931282203333334,9.495138168,11.249037286666663,10.203678548666666,9.949662740333332,7.243931435333334,10.463578874666666,7.727298271666666,7.389219766,8.616132001333334,10.398788789333333,10.585874173666667,9.963333101,9.202580881666666,10.963259596333332,9.759518132,11.358478226666668,12.12942778,8.806443356,8.835962291666666,7.351345556999999,8.791075083333334,11.868660783333333,9.652982052333334,9.306763669666667,7.853312131333333,9.116191975333336,12.04899622,11.782032346666668,10.864119833333334,8.468638784666666,6.998181355,8.404634180666667,10.566463164,8.826571728333333,11.812846536666669,10.022477593666666,9.885726839,9.469782065,8.502759882666666,8.208930646333334,6.307910317,8.568825998333333,11.41230987,10.029158242,10.282866789333331,8.937913071333334,10.273762134333332,8.050346517333333,9.451515631,8.244933709,9.499273548,6.9445944336666665,7.207229054,8.843472694333334,11.627764283333336,10.661782270333331,8.126575853666667,11.556746753333334,8.296448913333334,11.615687566666669,8.378953961,11.299054806666666,9.266143843333332,10.938502781000002,8.379384142,9.374278180333334,9.338628248333334,10.573955041333331,6.967534337666667,12.059821793333333,11.258945286666666,6.553014363,10.514026696666669,11.337056093333333,7.250008859,9.379217106,8.033879202,6.522724018999999,8.180308574,10.428940765,9.521237063666666,8.034170456333333,8.599132909,11.316060643333335,11.499555546666665,10.447849716666669,9.166181918,9.756488787333334,9.073773266,10.273349067,8.356606707333334,9.778234398666669,10.588370417666669,10.262410498666666,10.907167338333332,8.706935384666666,9.580552125666664,9.398656248666668,6.047821893999999,8.551298462333333,11.089327614,9.860787102333331,8.756597045333335,11.85950709,7.171546286333334,9.408295563,12.473933676666666,6.676968235,10.291712767,9.524151811333333,9.21467839,11.916870026666668,7.670930334666667,10.447670498,7.736557986666667,7.991212349666667,10.810123735,10.177214841333331,7.838242981,9.898449395999998,8.560422699333333,8.643392491,11.007337560000002,10.264051724666666,10.270299673666663
C15orf48,10.46693916,10.03449166,8.030712838,9.395681914,8.78899434,9.721662708,8.72005396,9.725806584,9.475373311,8.460720231,11.02321716,11.53773143,9.421626105,10.69264875,10.61415866,10.46363317,7.304950638,8.364223709,6.654683394,8.578660156,8.224431731,8.052801415,9.774601089,8.643655391,5.74080522,8.293004447,12.12050352,8.074271796,7.970641167,9.457266249,9.329571341,10.36690374,9.708095923,7.13342085,8.310341627,10.52590299,7.459925686,10.47349612,9.578950385,9.205608934,9.432611305,10.35842709,10.06125026,8.344309344,9.085863551,10.00142792,8.819783989,9.704185518,12.27514075,8.293518085,8.700756866,11.57642227,9.505730174,10.50832919,10.13464497,8.18852282,11.23528133,9.778354791,11.4890328,8.480710637,8.757545371,11.33821552,8.99476393,8.474221798,10.70820679,7.930724041,9.177879648,10.90856209,8.166210715,8.779342505,10.04669552,9.408937208,7.262999928,11.79408633,7.646888161,9.485795212,12.25326891,9.857432967,8.813496077,10.96703221,9.999742111,10.74637562,10.41087545,10.36041569,9.692883065,9.61979979,10.79808652,8.47412652,10.88253112,5.067664175,10.46311321,11.37770946,6.131911887,11.80330918,11.38248878,9.83586786,6.96619684,8.896196239,11.48499429,9.033787746,10.30942971,8.50287796,9.167471277,10.1946309,9.591915989,10.92653047,10.09530215,9.926697186,8.818841339,9.569350788,10.28837761,10.21697944,9.299624552,8.5168096,11.35555206,9.597576783,6.437381751,9.406230769,8.78887449,11.19079282,9.909002587,10.78856994,9.358510012,11.00611574,10.66009446,9.354081964,7.968580088,9.337479691,7.61981119,7.594624682,9.62084999,9.35688977,10.4939102,9.611070576,11.68902888,9.539897462,11.38420253,11.45853898,11.27332992,7.353259064,8.02524948,8.562893554,10.54146397,11.22544577,8.733893966,10.84383408,10.7565914,11.92128054,9.856026342,8.027080043,11.06924522,10.47737284,10.13788843,8.867072984,12.0888782,10.0801206,6.040971194,9.995813694,8.14186535,12.11184947,8.195381969,8.057129539,6.164085002,9.279811005,9.566300271,12.35392168,9.046316838,5.709588397,9.6212496,9.369894713,8.804362764,8.517514675,10.55861847,11.6019707,9.751549618,11.80985487,9.159300407,11.6152822,8.878309033,11.57035757,11.64454745
RHCG,6.235459435,4.38509007,4.006592319,4.391910324,4.369625939,8.376221399,8.804184985,4.403406276,7.360187785,4.370236921,4.530248562,4.632849371,4.811004179,4.573424731,4.11930744,4.707430818,4.304103316,4.436790252,4.247678468,4.366362799,4.697641709,4.255122247,4.259708186,4.46044464,4.682254659,4.453626997,5.195730341,4.275833207,4.78315009,4.899651921,4.267991122,4.630445417,6.166201753,4.472006492,3.985830433,4.270981237,7.440793018,6.851999644,4.520909185,10.64379384,4.884714842,6.706212654,7.213500035,5.340563336,5.756826643,8.145505547,5.025983358,10.74539907,4.595163179,4.725505452,5.032883399,4.499246338,5.595190469,4.783040799,4.96120349,3.831972329,4.874038669,4.530168041,4.804880737,4.387827859,8.24436546,4.987862725,9.872220082,4.254556211,4.683551381,5.263685295,4.462196382,4.651882554,4.742634646,4.801177686,4.87624785,4.717831376,4.095460124,4.634282838,5.48906516,6.417471772,4.129609729,4.877639203,4.007908477,9.844707449,4.556942175,4.632278376,4.468910643,4.690337856,4.397520547,4.395094093,5.05842146,4.256489592,4.680624853,4.869187905,4.39588027,4.656876699,4.77070218,4.857198578,4.442699631,5.245478683,4.092284584,8.077838431,6.548910574,5.218484462,4.090859401,4.783717281,8.895496593,4.833537205,4.641445319,4.211345244,4.191341642,4.566682758,4.333046018,6.832488853,4.239692107,4.232420131,4.675877252,4.216920141,4.981791916,4.427130602,3.983054663,5.535742902,4.229679632,4.594807074,9.88405843,6.75066034,5.281849003,4.358984178,4.667723357,3.878197833,4.651171974,7.142759577,4.093945469,4.553033741,4.806613456,4.312621489,4.51059796,4.19874933,4.514711398,4.510425666,5.614705972,4.326460601,5.280891428,4.490911928,4.285174464,4.100704716,4.319697172,6.508139412,9.031160011,4.195159777,9.005099564,4.579804234,4.673870922,4.346926732,7.653230009,4.45227407,7.16483769,8.037651801,4.817575108,4.154584968,4.492305053,6.323764003,4.493270855,4.731546635,9.161722526,6.823622454,4.275877614,5.887420008,4.519962425,4.87322486,5.25891265,5.019494604,6.647783558,4.236409735,8.659523958,4.555706529,4.875540585,4.699249621,6.604124521,4.745018661,5.815019028,4.286411772,4.610155551,5.173537089,4.487122652
STEAP4,5.0749080345,9.5662038585,9.0142340315,5.5521025425,4.906840805,5.1256935615,3.5807155994999995,5.516695556,4.9269184,7.0649847825,5.9133580875,7.1579806445,5.241204103499999,5.9743968800000005,7.5043580725,3.813719981,7.312339035000001,5.3880729105,7.200225916499999,4.6124936615,6.8964916895,7.931047837499999,4.608486648,7.9784881805,6.659983090000001,6.9448777985,6.0295801215,7.5533618055,5.685974253,5.368846444000001,8.448185562,8.555350343499999,5.2153238525,6.5520657615,6.6833448575,8.3806873425,3.3639843665,3.798193333,7.916611004,4.6063603095,4.8228068105,5.5725572855,3.89486583,4.737399777,4.9248999895,4.774368342,3.480639887,5.0852784215,7.877627049500001,4.5958948995,5.247556738,6.693420714,3.7409643885,5.29243411,6.9220063005000005,8.850864713,4.266082787,5.055260908999999,6.807345773,8.0776535985,3.810380631,5.139062607,5.503345685499999,4.0701656925,7.251993224,4.9413118565000005,7.1277267845,4.8949314695,5.0210355855,6.5416289805,6.016826173,5.846046909,6.591050194,6.355091836000001,5.626524083,3.3212320445,6.147339758999999,5.496368034,8.6990247745,5.6901247675,5.1605019295,5.5775392465,6.9077497975,4.968938829,8.082383381,7.331857784,3.4059357565,8.0766609695,5.5452287170000005,6.18543657,6.7511233195,5.581113715,7.3818580335,4.453033577,5.2793532555,5.0875890340000005,3.023832256,3.8338817005,5.5971105165,5.729067861,7.49335787,6.354102848499999,4.501533651,4.59161052,5.591153298,6.149721252999999,4.9510799065,3.682055151,5.556716698,5.2721140445,6.4432146325,5.761818671,4.9349646865,5.8559230375,5.2802892185,5.622100056,4.5584047795,4.931267915,5.1368556315,5.372781117000001,4.3426737345,5.327016348,5.2489547095,6.327956942,3.7497129555,8.271451471,7.678505364499999,4.6466032935,9.678609656,5.185338890000001,6.6392589405,5.827113646500001,4.605797357,3.30434381,5.935285093,5.6437064095,5.2242240975000005,4.680743544,3.3379710905,9.2495308505,7.160219169,9.455351435,6.11077532,4.7642791995,3.4201502485,4.758387471,5.0338467485,4.89230479,4.8692388155,7.6879097635,6.3433385415000005,6.8327914515,7.550420108499999,4.536009842,3.927185373,5.8271584975,6.8451590765,5.630881727,6.2275178075,6.014321788,3.513470776,5.399559931,6.4116029445,5.038366003,8.1515739375,6.993472199999999,4.4315277115,6.520855333,5.034166604,8.028973381,3.169163967,4.119546902,6.906683727,5.6654478180000005,5.1258492445,4.7794994245,4.4189164325,7.363751565499999,8.266813674,5.9720991205,5.4247439895
AGT,5.159415392,6.916444498,4.884560868,4.990852341,5.289661377,5.699853753,4.894184439,5.74306953,4.750067988,7.258156787,7.088222065,5.599087289,9.504078056,6.233085913,7.823190442,7.286359444,7.082881677,8.907745656,5.711527136,6.137232439,6.578971592,6.359518707,5.460146149,7.82628517,6.492333827,6.006603935,5.513527921,7.7657793,8.029350585,5.339874493,4.944194861,10.57827448,6.359340192,7.400404927,6.414416615,9.12297456,5.086198486,5.761746478,7.826620316,4.553921909,5.855256761,5.975241715,5.415148599,4.384189998,4.671083689,5.124004962,6.272476366,4.513530579,7.163334599,5.60178651,7.450024978,8.200422773,4.777560878,9.65571498,5.770967474,4.856719946,5.605820856,8.461793077,5.875699491,8.150699779,7.07344953,9.233182905,8.094624693,5.384660032,10.06032933,6.170959883,7.935387764,6.518150668,6.944436973,7.641971223,8.185232825,6.565519319,5.854455086,9.040204849,7.275325063,5.526334522,7.402498955,5.526334522,9.086306071,5.609868989,6.658600475,6.752098508,7.744494892,6.731717364,6.430023117,7.26189534,6.175118039,6.312341994,8.313397222,7.865626132,6.34599008,6.831890964,5.367713029,6.727638848,6.065569425,7.615448612,4.720723885,5.468355603,6.077622815,6.518698889,8.400409557,6.910840635,5.424771113,5.222225548,7.28309632,6.000459969,4.064490818,9.55893532,6.860609547,6.809863936,5.376874668,10.68708914,6.266564315,9.035343096,9.605112283,6.867291536,6.396413754,9.400867295,7.178706734,7.246464753,5.386024151,8.249066064,7.28521507,8.210931489,5.450005267,4.875464621,8.718233516,3.967073407,6.465883557,6.766193065,4.922015638,7.435611804,5.222877448,5.672131268,6.142401518,9.477964453,5.323120626,4.776196204,6.821464425,4.41568645,7.651428352,6.610630744,4.739290749,5.256672791,4.230998657,6.100818247,4.513530579,6.747609223,6.228746163,6.868732846,7.039118939,5.633012316,7.629191457,5.795631358,6.170069265,4.565189255,5.301963597,5.391164908,5.896151024,6.920982987,4.952596218,6.469137539,7.570094859,4.216847242,5.889395397,6.815774661,5.851155089,8.398429047,5.153104285,5.58507697,4.077524764,5.139661627,4.595456238,5.136988076,5.568393073,8.754462534,5.144060723,7.777344538,9.22953273,4.676091201,5.214835229
